ledger,page,row,date,journal,particulars,cheque,debit,credit,balance,balance_side,day_ordinal,notes
CH_REV1,2,76,10/06/2026,RV015/06,SALES 22/05/2026,,,2722.00,67880.95,DR,15,pre-June source date
CH_REV1,2,77,10/06/2026,RV016/06,SALES 23/05/2026,,,3983.90,63897.05,DR,16,pre-June source date
CH_REV1,2,78,10/06/2026,RV017/06,SALES 25/05/2026,,,2148.50,61748.55,DR,17,pre-June source date
CH_REV1,2,79,10/06/2026,RV018/06,SALES 26/05/2026,,,4014.00,57734.55,DR,18,pre-June source date
CH_REV1,2,80,10/06/2026,RV019/06,SALES 28/05/2026,,,715.00,57019.55,DR,19,pre-June source date
CH_REV1,2,81,10/06/2026,RV020/06,SALES 29/05/2026,,,374.00,56645.55,DR,20,pre-June source date; RV021/RV022 absent from CH_REV1 and CH_REV2 (other receipt types); RV023/06 is in CH_REV2
CH_REV1,2,82,10/06/2026,RV024/06,SALES 04/06/2026,,,3367.60,53277.95,DR,21,later partial banking of 04/06 pool
CH_REV1,2,83,10/06/2026,RV025/06,SALES 04/06/2026,,,1100.00,52177.95,DR,22,RV024+RV025=4467.60 completing 04/06 pool 17747.60
CH_REV1,2,84,10/06/2026,RV026/06,SALES 05/06/2026,,,11826.70,40351.25,DR,23,
CH_REV1,3,85,10/06/2026,RV027/06,SALES 06/06/2026,,,5933.85,34417.40,DR,24,
CH_REV1,3,86,10/06/2026,RV028/06,SALES 10/06/2026,,,7600.00,26817.40,DR,25,printed before RV029 despite later source date
CH_REV1,3,87,10/06/2026,RV029/06,SALES 09/06/2026,,,2500.00,24317.40,DR,26,
CH_REV1,3,88,10/06/2026,RV030/06,SALES 10/06/2026,,,4400.00,19917.40,DR,27,
CH_REV1,3,89,11/06/2026,022282,CASH BILL : 022282 ROBIN,,180.00,,20097.40,DR,1,
CH_REV1,3,90,11/06/2026,022283,CASH BILL : 022283 ROBIN,,75.00,,20172.40,DR,2,
CH_REV1,3,91,11/06/2026,022284,CASH BILL : 022284 MICHEAL,,36.00,,20208.40,DR,3,
CH_REV1,3,92,11/06/2026,2004907,CASH BILL2004907 YLY,,1864.80,,22073.20,DR,4,
CH_REV1,3,93,11/06/2026,2004909,CASH BILL2004909 BIG-T,,1566.00,,23639.20,DR,5,date partially hole-punched; day inferred 11
CH_REV1,3,94,11/06/2026,34958,CASH BILL34958 SABANAH-S,,4824.00,,28463.20,DR,6,
CH_REV1,3,95,11/06/2026,63919,CASH BILL63919 WAN,,870.00,,29333.20,DR,7,
CH_REV1,3,96,11/06/2026,63921,CASH BILL63921 NASRAT,,870.00,,30203.20,DR,8,
CH_REV1,3,97,11/06/2026,63922,CASH BILL63922 CASH JC,,15.00,,30218.20,DR,9,
CH_REV1,3,98,12/06/2026,022285,CASH BILL : 022285 WINNY,,54.00,,30272.20,DR,1,
CH_REV1,3,99,12/06/2026,022286,CASH BILL : 022286 TSEN-OK,,630.00,,30902.20,DR,2,
CH_REV1,3,100,12/06/2026,34961,CASH BILL34961 MAIMUNAH,,522.00,,31424.20,DR,3,
CH_REV1,3,101,12/06/2026,34962,CASH BILL34962 SABANAH(2),,2982.00,,34406.20,DR,4,
CH_REV1,3,102,12/06/2026,34963,CASH BILL34963 SARIMAH,,522.00,,34928.20,DR,5,
CH_REV1,3,103,12/06/2026,34965,CASH BILL34965 ALI(CH),,174.00,,35102.20,DR,6,
CH_REV1,3,104,12/06/2026,34966,CASH BILL34966 LYN(2),,87.00,,35189.20,DR,7,
CH_REV1,3,105,12/06/2026,34967,CASH BILL34967 AKBAR N OMAR,,660.80,,35850.00,DR,8,
CH_REV1,3,106,12/06/2026,63925,CASH BILL63925 AFZAL(1),,1252.40,,37102.40,DR,9,
CH_REV1,3,107,12/06/2026,63926,CASH BILL63926 KOPITIAM,,283.40,,37385.80,DR,10,
CH_REV1,3,108,12/06/2026,RV031/06,SALES 11/06/2026,,,4000.00,33385.80,DR,11,
CH_REV1,3,109,12/06/2026,RV032/06,SALES 12/06/2026,,,4700.00,28685.80,DR,12,
CH_REV1,3,110,13/06/2026,2004914,CASH BILL2004914 KY,,246.00,,28931.80,DR,1,
CH_REV1,3,111,13/06/2026,2004915,CASH BILL2004915 NEVER-S,,581.40,,29513.20,DR,2,
CH_REV1,3,112,13/06/2026,34968,CASH BILL34968 SABANAH(1),,3060.00,,32573.20,DR,3,date partially hole-punched; day inferred 13
CH_REV1,3,113,13/06/2026,34969,CASH BILL34969 AZRA,,400.20,,32973.40,DR,4,
CH_REV1,3,114,13/06/2026,34970,CASH BILL34970 AZRA-2,,87.00,,33060.40,DR,5,
CH_REV1,3,115,15/06/2026,015363,CASH BILL : 015363 VIVIANA,,34.00,,33094.40,DR,1,
CH_REV1,3,116,15/06/2026,2004916,CASH BILL2004916 1M,,1183.00,,34277.40,DR,2,
CH_REV1,3,117,15/06/2026,34977,CASH BILL34977 MATAMAS,,394.80,,34672.20,DR,3,
CH_REV1,3,118,15/06/2026,34979,CASH BILL34979 MEENGAR,,73.00,,34745.20,DR,4,
CH_REV1,3,119,15/06/2026,63929,CASH BILL63929 HAIFANG,,137.60,,34882.80,DR,5,
CH_REV1,3,120,15/06/2026,63930,CASH BILL63930 NAMPANG,,344.00,,35226.80,DR,6,
CH_REV1,3,121,15/06/2026,63931,CASH BILL63931 NAMPANG,,168.00,,35394.80,DR,7,
CH_REV1,3,122,15/06/2026,63932,CASH BILL63932 MINGHONG,,146.40,,35541.20,DR,8,
CH_REV1,3,123,15/06/2026,63935,CASH BILL63935 CAKE,,313.70,,35854.90,DR,9,
CH_REV1,3,124,15/06/2026,63936,CASH BILL63936 ALAM,,150.00,,36004.90,DR,10,
CH_REV1,3,125,15/06/2026,63937,CASH BILL63937 ISRAR,,106.20,,36111.10,DR,11,
CH_REV1,3,126,15/06/2026,63938,CASH BILL63938 GERAI 158,,522.00,,36633.10,DR,12,
CH_REV1,4,127,15/06/2026,RV033/06,SALES 11/06/2026,,,1600.00,35033.10,DR,13,second RV against 11/06 pool (RV031 was first); third is RV071
CH_REV1,4,128,16/06/2026,022288,CASH BILL : 022288 CHRISTOPHER,,390.00,,35423.10,DR,1,
CH_REV1,4,129,16/06/2026,022289,CASH BILL : 022289 NG-HF,,75.00,,35498.10,DR,2,
CH_REV1,4,130,16/06/2026,2004923,CASH BILL2004923 ZAMZAM,,90.00,,35588.10,DR,3,
CH_REV1,4,131,16/06/2026,63942,CASH BILL63942 THAI,,1843.00,,37431.10,DR,4,
CH_REV1,4,132,16/06/2026,63945,CASH BILL63945 33,,3412.10,,40843.20,DR,5,
CH_REV1,4,133,16/06/2026,63946,CASH BILL63946 LJ,,870.00,,41713.20,DR,6,
CH_REV1,4,134,18/06/2026,015365,CASH BILL : 015365 RAMBU,,23.30,,41736.50,DR,1,
CH_REV1,4,135,18/06/2026,2004924,CASH BILL2004924 BIG-T,,3180.00,,44916.50,DR,2,date partially hole-punched; day inferred 18
CH_REV1,4,136,18/06/2026,34980,CASH BILL34980 SABANAH(1),,4080.00,,48996.50,DR,3,
CH_REV1,4,137,18/06/2026,34981,CASH BILL34981 SABANAH(3),,5140.00,,54136.50,DR,4,
CH_REV1,4,138,18/06/2026,34983,CASH BILL34983 LUV,,109.50,,54246.00,DR,5,
CH_REV1,4,139,18/06/2026,34984,CASH BILL34984 SARIP,,174.00,,54420.00,DR,6,
CH_REV1,4,140,18/06/2026,34986,CASH BILL34986 MEENGAR,,195.60,,54615.60,DR,7,
CH_REV1,4,141,18/06/2026,63948,CASH BILL63948 TERUSMAJU,,495.00,,55110.60,DR,8,
CH_REV1,4,142,18/06/2026,63950,CASH BILL63950 KAWANG,,147.30,,55257.90,DR,9,
CH_REV1,4,143,18/06/2026,63951,CASH BILL63951 BERJAYA SM,,202.80,,55460.70,DR,10,
CH_REV1,4,144,18/06/2026,63952,CASH BILL63952 TW,,522.00,,55982.70,DR,11,
CH_REV1,4,145,18/06/2026,63953,CASH BILL63953 BERJAYA SW,,177.00,,56159.70,DR,12,customer reads BERJAYA SW vs SM above (UNCERTAIN last letter)
CH_REV1,4,146,18/06/2026,63954,CASH BILL63954 SAHABAT,,141.60,,56301.30,DR,13,
CH_REV1,4,147,18/06/2026,63955,CASH BILL63955 MING,,354.00,,56655.30,DR,14,
CH_REV1,4,148,18/06/2026,63956,CASH BILL63956 LIANHOCK,,214.50,,56869.80,DR,15,
CH_REV1,4,149,18/06/2026,63957,CASH BILL63957 ENGGUAN,,141.60,,57011.40,DR,16,
CH_REV1,4,150,18/06/2026,63958,CASH BILL63958 EASY-M,,570.00,,57581.40,DR,17,
CH_REV1,4,151,18/06/2026,63959,CASH BILL63959 ENGGUAN,,45.00,,57626.40,DR,18,
CH_REV1,4,152,18/06/2026,63965,CASH BILL63965 MANSENG,,128.70,,57755.10,DR,19,
CH_REV1,4,153,18/06/2026,63966,CASH BILL63966 NOOR(2),,348.00,,58103.10,DR,20,
CH_REV1,4,154,18/06/2026,63967,CASH BILL63967 NOOR(2),,120.00,,58223.10,DR,21,date partially hole-punched; day inferred 18
CH_REV1,4,155,18/06/2026,RV034/06,SALES 10/06/2026,,,900.00,57323.10,DR,22,third RV against 10/06 pool (RV028/RV030 earlier)
CH_REV1,4,156,18/06/2026,RV035/06,SALES 18/06/2026,,,8600.00,48723.10,DR,23,
CH_REV1,4,157,19/06/2026,34987,CASH BILL34987 SABANA,,8644.00,,57367.10,DR,1,
CH_REV1,4,158,19/06/2026,63970,CASH BILL63970 YAWKEE,,275.20,,57642.30,DR,2,
CH_REV1,4,159,19/06/2026,63971,CASH BILL63971 HAPPY,,450.00,,58092.30,DR,3,
CH_REV1,4,160,19/06/2026,63972,CASH BILL63972,,450.00,,58542.30,DR,4,no customer name printed
CH_REV1,4,161,19/06/2026,63974,CASH BILL63974 KALOSHAN,,1415.00,,59957.30,DR,5,
CH_REV1,4,162,19/06/2026,RV036/06,SALES 16/06/2026,,,5900.00,54057.30,DR,6,
CH_REV1,4,163,19/06/2026,RV037/06,SALES 18/06/2026,,,3500.00,50557.30,DR,7,
CH_REV1,4,164,19/06/2026,RV038/06,SALES 19/06/2026,,,2400.00,48157.30,DR,8,
CH_REV1,4,165,20/06/2026,2004931,CASH BILL2004931 HARITH,,768.00,,48925.30,DR,1,
CH_REV1,4,166,20/06/2026,2004933,CASH BILL2004933 TIMPAUS,,872.40,,49797.70,DR,2,
CH_REV1,4,167,20/06/2026,34990,CASH BILL34990 PANCAWARNA,,870.00,,50667.70,DR,3,
CH_REV1,4,168,20/06/2026,63975,CASH BILL63975 GREENS,,354.00,,51021.70,DR,4,
CH_REV1,5,169,20/06/2026,63976,CASH BILL63976 BAZ(1),,579.00,,51600.70,DR,5,
CH_REV1,5,170,20/06/2026,63978,CASH BILL63978 NASIAYAM,,176.60,,51777.30,DR,6,
CH_REV1,5,171,20/06/2026,63979,CASH BILL : 63979 WILLY,,,,51777.30,DR,7,ZERO-VALUE informational row
CH_REV1,5,172,20/06/2026,63980,CASH BILL63980 GUNUNG-TLP,,438.00,,52215.30,DR,8,
CH_REV1,5,173,20/06/2026,63983,CASH BILL63983 HUPLEE,,156.10,,52371.40,DR,9,
CH_REV1,5,174,20/06/2026,RV039/06,SALES 18/06/2026,,,3000.00,49371.40,DR,10,
CH_REV1,5,175,20/06/2026,RV040/06,SALES 19/06/2026,,,4450.00,44921.40,DR,11,
CH_REV1,5,176,20/06/2026,RV041/06,SALES 20/06/2026,,,3550.00,41371.40,DR,12,
CH_REV1,5,177,22/06/2026,2004936,CASH BILL2004936 1M,,720.00,,42091.40,DR,1,date partially hole-punched; day inferred 22
CH_REV1,5,178,22/06/2026,2004938,CASH BILL2004938 TEEN,,5790.00,,47881.40,DR,2,
CH_REV1,5,179,22/06/2026,34994,CASH BILL34994 SABANAH(2),,2858.00,,50739.40,DR,3,
CH_REV1,5,180,22/06/2026,34995,CASH BILL34995 SEWIRA,,393.00,,51132.40,DR,4,
CH_REV1,5,181,22/06/2026,34997,CASH BILL34997 AKBAR N OMAR,,457.50,,51589.90,DR,5,
CH_REV1,5,182,22/06/2026,34999,CASH BILL34999 RABIAH,,440.00,,52029.90,DR,6,
CH_REV1,5,183,22/06/2026,35000,CASH BILL35000 NADIA,,522.00,,52551.90,DR,7,
CH_REV1,5,184,22/06/2026,35001,CASH BILL35001 BARAKAH,,696.00,,53247.90,DR,8,
CH_REV1,5,185,22/06/2026,63985,CASH BILL63985 NAMPANG,,344.00,,53591.90,DR,9,printed balance digit smudged; 53591.90 by arithmetic
CH_REV1,5,186,22/06/2026,63986,CASH BILL63986 NAMPANG,,224.00,,53815.90,DR,10,
CH_REV1,5,187,22/06/2026,63989,CASH BILL63989 HAIFANG,,135.20,,53951.10,DR,11,
CH_REV1,5,188,22/06/2026,63990,CASH BILL63990 MINGHONG,,87.00,,54038.10,DR,12,
CH_REV1,5,189,22/06/2026,63991,CASH BILL63991 MINGHONG,,48.00,,54086.10,DR,13,
CH_REV1,5,190,22/06/2026,63992,CASH BILL63992 SIN,,75.00,,54161.10,DR,14,
CH_REV1,5,191,22/06/2026,63993,CASH BILL63993 GHANI-PNP,,75.00,,54236.10,DR,15,
CH_REV1,5,192,22/06/2026,63994,CASH BILL63994 CAKE,,229.50,,54465.60,DR,16,
CH_REV1,5,193,22/06/2026,RV042/06,SALES 20/06/2026,,,1400.00,53065.60,DR,17,
CH_REV1,5,194,23/06/2026,35003,CASH BILL35003 SABANAH(1),,5218.00,,58283.60,DR,1,
CH_REV1,5,195,23/06/2026,35004,CASH BILL35004 SAID,,522.00,,58805.60,DR,2,
CH_REV1,5,196,23/06/2026,64002,CASH BILL64002 HEARTY,,118.80,,58924.40,DR,3,date partially hole-punched; day inferred 23
CH_REV1,5,197,23/06/2026,RV043/06,SALES 18/06/2026,,,700.00,58224.40,DR,4,
CH_REV1,5,198,23/06/2026,RV044/06,SALES 22/06/2026,,,5000.00,53224.40,DR,5,
CH_REV1,5,199,23/06/2026,RV045/06,SALES 22/06/2026,,,6000.00,47224.40,DR,6,
CH_REV1,5,200,23/06/2026,RV046/06,SALES 23/06/2026,,,5000.00,42224.40,DR,7,
CH_REV1,5,201,24/06/2026,022290,CASH BILL : 022290 LINIUS,,180.00,,42404.40,DR,1,
CH_REV1,5,202,24/06/2026,35006,CASH BILL35006 SABANAH-S,,3972.00,,46376.40,DR,2,
CH_REV1,5,203,24/06/2026,35008,CASH BILL35008 SABANAH-JB,,342.00,,46718.40,DR,3,
CH_REV1,5,204,24/06/2026,35009,CASH BILL35009 SINGKEE,,494.00,,47212.40,DR,4,
CH_REV1,5,205,24/06/2026,35010,CASH BILL35010 ANAKMAMI,,567.00,,47779.40,DR,5,
CH_REV1,5,206,24/06/2026,RV047/06,SALES 09/05/2026,,,4445.50,43333.90,DR,6,pre-June source date; RV048 absent from both cash ledgers (other receipt type); RV049-053 are in CH_REV2
CH_REV1,5,207,24/06/2026,RV054/06,SALES 06/06/2026,,,2408.75,40925.15,DR,7,
CH_REV1,5,208,24/06/2026,RV055/06,SALES 08/06/2026,,,9145.70,31779.45,DR,8,
CH_REV1,5,209,24/06/2026,RV056/06,SALES 10/06/2026,,,717.60,31061.85,DR,9,fourth RV against 10/06 pool
CH_REV1,5,210,24/06/2026,RV057/06,SALES 16/06/2026,,,780.10,30281.75,DR,10,
CH_REV1,6,211,24/06/2026,RV058/06,SALES 18/06/2026,,,709.90,29571.85,DR,11,
CH_REV1,6,212,24/06/2026,RV059/06,SALES 19/06/2026,,,834.20,28737.65,DR,12,
CH_REV1,6,213,24/06/2026,RV060/06,SALES 20/06/2026,,,2814.10,25923.55,DR,13,
CH_REV1,6,214,25/06/2026,022291,CASH BILL : 022291 SYLVESTER,,36.00,,25959.55,DR,1,
CH_REV1,6,215,25/06/2026,022292,CASH BILL : 022292 NELSON,,192.00,,26151.55,DR,2,
CH_REV1,6,216,25/06/2026,2004946,CASH BILL2004946 KY,,420.00,,26571.55,DR,3,
CH_REV1,6,217,25/06/2026,35012,CASH BILL35012 SAHIDUN,,654.00,,27225.55,DR,4,
CH_REV1,6,218,25/06/2026,35013,CASH BILL35013 MOHSEN,,365.00,,27590.55,DR,5,
CH_REV1,6,219,25/06/2026,35015,CASH BILL35015 APPLE,,522.00,,28112.55,DR,6,date partially hole-punched; day inferred 25
CH_REV1,6,220,25/06/2026,35017,CASH BILL35017 MARIAM-TJA,,174.00,,28286.55,DR,7,
CH_REV1,6,221,25/06/2026,35018,CASH BILL : 35018 SABANAH(M),,837.00,,29123.55,DR,8,
CH_REV1,6,222,25/06/2026,35019,CASH BILL : 35019 SABANAH(M),,,,29123.55,DR,9,ZERO-VALUE informational row
CH_REV1,6,223,25/06/2026,35020,CASH BILL : 35020 KEDAI NO.1,,530.00,,29653.55,DR,10,
CH_REV1,6,224,25/06/2026,35021,CASH BILL35021 VHEERA,,373.20,,30026.75,DR,11,
CH_REV1,6,225,25/06/2026,64005,CASH BILL64005 33,,3043.10,,33069.85,DR,12,
CH_REV1,6,226,25/06/2026,F022291,CASH BILL : F022291 SYLVESTER,,,,33069.85,DR,13,ZERO-VALUE informational row
CH_REV1,6,227,25/06/2026,F022292,CASH BILL : F022292 NELSON,,,,33069.85,DR,14,ZERO-VALUE informational row
CH_REV1,6,228,25/06/2026,RV061/06,SALES 24/06/2026,,,5000.00,28069.85,DR,15,
CH_REV1,6,229,26/06/2026,022293,CASH BILL : 022293 KOMINUM,,180.00,,28249.85,DR,1,
CH_REV1,6,230,26/06/2026,022294,CASH BILL : 022294 MARGARET,,230.00,,28479.85,DR,2,
CH_REV1,6,231,26/06/2026,2004948,CASH BILL : 2004948 BIG-T,,3480.00,,31959.85,DR,3,
CH_REV1,6,232,26/06/2026,2004949,CASH BILL2004949 YLY,,1740.00,,33699.85,DR,4,
CH_REV1,6,233,26/06/2026,2004950,CASH BILL2004950 KITANI,,1076.00,,34775.85,DR,5,
CH_REV1,6,234,26/06/2026,2004953,CASH BILL : 2004953 GUIHING,,216.00,,34991.85,DR,6,
CH_REV1,6,235,26/06/2026,35022,CASH BILL35022 MEGAH,,522.00,,35513.85,DR,7,
CH_REV1,6,236,26/06/2026,35023,CASH BILL35023 NEVER,,365.00,,35878.85,DR,8,
CH_REV1,6,237,26/06/2026,35024,CASH BILL35024 MAIMUNAH,,522.00,,36400.85,DR,9,
CH_REV1,6,238,26/06/2026,35025,CASH BILL35025 SABANAH(3),,6242.00,,42642.85,DR,10,date partially hole-punched; day inferred 26
CH_REV1,6,239,26/06/2026,35026,CASH BILL35026 AZRA,,261.00,,42903.85,DR,11,
CH_REV1,6,240,26/06/2026,RV062/06,SALES 22/06/2026,,,1000.00,41903.85,DR,12,
CH_REV1,6,241,26/06/2026,RV063/06,SALES 25/06/2026,,,2600.00,39303.85,DR,13,
CH_REV1,6,242,26/06/2026,RV064/06,SALES 26/06/2026,,,5850.00,33453.85,DR,14,
CH_REV1,6,243,26/06/2026,RV065/06,SALES 26/06/2026,,,50.00,33403.85,DR,15,two RVs same day same source date (5850.00 + 50.00)
CH_REV1,6,244,27/06/2026,2004955,CASH BILL2004955 SUNRISE-KB,,1808.00,,35211.85,DR,1,
