ledger,page,row,date,journal,particulars,cheque,debit,credit,balance,balance_side,day_ordinal,notes
BANK_PBB,2,62,07/06/2026,TR070626,INV/NO : 2004893/AA-T,TR070626,1899.90,,179046.93,DR,3,
BANK_PBB,2,63,08/06/2026,PBE013/06,SABAH ELECTRICITY S/B,PBE26060,,4818.90,174228.03,DR,1,
BANK_PBB,2,64,08/06/2026,PBE014/06,SABAH ELECTRICITY S/B,PBE26060,,1852.95,172375.08,DR,2,date obscured by hole punch; day inferred 08
BANK_PBB,2,65,08/06/2026,PBE015/06,SABAH ELECTRICITY S/B,PBE26060,,2224.75,170150.33,DR,3,
BANK_PBB,2,66,08/06/2026,PBE016/06,SABAH ELECTRICITY S/B,PBE26060,,781.00,169369.33,DR,4,
BANK_PBB,2,67,08/06/2026,PBE017/06,SABAH ELECTRICITY S/B,PBE26060,,2431.50,166937.83,DR,5,
BANK_PBB,2,68,08/06/2026,PBE018/06,SABAH ELECTRICITY S/B,PBE26060,,3179.20,163758.63,DR,6,
BANK_PBB,2,69,08/06/2026,PBE019/06,SABAH ELECTRICITY S/B,PBE26060,,325.80,163432.83,DR,7,
BANK_PBB,2,70,08/06/2026,PBE020/06,LAHAD DATU FLOUR MILL S/B,PBE26060,,25400.00,138032.83,DR,8,
BANK_PBB,2,71,08/06/2026,PBE021/06,TECHWELD ENTERPRISE,PBE26060,,550.00,137482.83,DR,9,
BANK_PBB,2,72,08/06/2026,PBE022/06,PUNCAK NIAGA,PBE26060,,13500.00,123982.83,DR,10,
BANK_PBB,2,73,08/06/2026,PBE023/06,MATNI @ AZMAN BIN LAIMAN - SALARY 05/202 6,PBE26060,,177.00,123805.83,DR,11,wraps mid-word (05/202 6)
BANK_PBB,2,74,08/06/2026,T080626,INV/NO : 024923/GL,T080626,4725.00,,128530.83,DR,12,
BANK_PBB,2,75,08/06/2026,T080626-1,INV/NO : 015356/SHIM,T080626-,45.80,,128576.63,DR,13,
BANK_PBB,2,76,08/06/2026,T080626-2,INV/NO : 015352/MASHTIWYA,T080626-,46.40,,128623.03,DR,14,
BANK_PBB,2,77,08/06/2026,TS080626,INV/NO : 022276/GEORGINA,,72.00,,128695.03,DR,15,TS prefix; NO cheque value printed
BANK_PBB,3,78,08/06/2026,TT080626,INV/NO : 34855/LKS,TT080626,2904.00,,131599.03,DR,16,
BANK_PBB,3,79,08/06/2026,TT080626-1,INV/NO : 34948/KEDAI NO.1,TT080626,556.50,,132155.53,DR,17,
BANK_PBB,3,80,09/06/2026,RV010/06,SALES 06/06/2026,,1200.00,,133355.53,DR,1,
BANK_PBB,3,81,09/06/2026,RV011/06,SALES 08/06/2026,,1400.00,,134755.53,DR,2,
BANK_PBB,3,82,09/06/2026,TF090626,INV/NO : 63850/63851/TONG,TF090626,1607.00,,136362.53,DR,3,
BANK_PBB,3,83,09/06/2026,TF090626-1,INV/NO : 63760/63846/NEW FRESHMART,TF090626,2285.00,,138647.53,DR,4,
BANK_PBB,3,84,09/06/2026,TF090626-2,INV/NO : 63913/ONESTOP,TF090626,870.00,,139517.53,DR,5,
BANK_PBB,3,85,09/06/2026,TR090626,INV/NO : 2004892/KIM(1),TR090626,3431.00,,142948.53,DR,6,
BANK_PBB,3,86,09/06/2026,TT090626,INV/NO : 34922/HOCKSENG,TT090626,1505.00,,144453.53,DR,7,date obscured by hole punch; day inferred 09
BANK_PBB,3,87,10/06/2026,PBE024/06,TECHWELD ENTERPRISE,PBE26061,,1230.00,143223.53,DR,1,cheque batch ref rolls PBE26060 -> PBE26061
BANK_PBB,3,88,10/06/2026,PV001/06,AMOUNT DUE TO DIRECTOR WSF,PB350778,,8139.00,135084.53,DR,2,PV = physical cheque voucher; cheque column real cheque no PB350778 (ERP journal_entries.cheque_no seed is PBB350779 = PV002 next)
BANK_PBB,3,89,10/06/2026,PV002/06,CLAIM BILLS/DRAWING WORKERS/SALARY WORKE RS(05/2026)/INCENTIVES WORKERS/ANNUAL LE AVE WORKERS (06/2026),PB350779,,17462.00,117622.53,DR,3,cheque PB350779 matches ERP cheque_no seed PBB350779 (prefix printed PB not PBB)
BANK_PBB,3,90,10/06/2026,PV003/06,CLAIM BILLS/DRAWING WORKERS & SALARY WOR KERS (06/2026),PB350780,,10258.65,107363.88,DR,4,
BANK_PBB,3,91,10/06/2026,PV004/06,TAOBAO-YOU FENG ZHOU CHENG #511302103461 7030433-30/04/2026 9SEAL 50X72X8X10),PB350781,,8740.25,98623.63,DR,5,
BANK_PBB,3,92,10/06/2026,RV012/06,SALES 19/05/2026,,4311.00,,102934.63,DR,6,RV012-020 bank May-dated source pools
BANK_PBB,3,93,10/06/2026,RV013/06,SALES 20/05/2026,,395.60,,103330.23,DR,7,
BANK_PBB,3,94,10/06/2026,RV014/06,SALES 21/05/2026,,4980.50,,108310.73,DR,8,
BANK_PBB,3,95,10/06/2026,RV015/06,SALES 22/05/2026,,2722.00,,111032.73,DR,9,
BANK_PBB,3,96,10/06/2026,RV016/06,SALES 23/05/2026,,3983.90,,115016.63,DR,10,
BANK_PBB,3,97,10/06/2026,RV017/06,SALES 25/05/2026,,2148.50,,117165.13,DR,11,
BANK_PBB,3,98,10/06/2026,RV018/06,SALES 26/05/2026,,4014.00,,121179.13,DR,12,
BANK_PBB,3,99,10/06/2026,RV019/06,SALES 28/05/2026,,715.00,,121894.13,DR,13,
BANK_PBB,3,100,10/06/2026,RV020/06,SALES 29/05/2026,,374.00,,122268.13,DR,14,
BANK_PBB,3,101,10/06/2026,RV021/06,FROM DRAWING WORKERS,,3054.90,,125323.03,DR,15,RV021 = non-sales receipt (drawing workers) — explains absence from CH_REV1/CH_REV2; confirms shared RV sequence across receipt types (plan rule 3)
BANK_PBB,3,102,10/06/2026,RV022/06,FROM DRAWING WORKERS,,1750.00,,127073.03,DR,16,RV022 = non-sales receipt; date obscured by hole punch; day inferred 10
BANK_PBB,3,103,10/06/2026,RV023/06,INV/NO : 34869/34891/TEO,,1060.00,,128133.03,DR,17,bank side of CH_REV2 RV023/06 credit (two invoices one customer)
BANK_PBB,3,104,10/06/2026,RV024/06,SALES 04/06/2026,,3367.60,,131500.63,DR,18,remainder of 04/06 pool: RV024+RV025 = 4467.60
BANK_PBB,3,105,10/06/2026,RV025/06,SALES 04/06/2026,,1100.00,,132600.63,DR,19,
BANK_PBB,3,106,10/06/2026,RV026/06,SALES 05/06/2026,,11826.70,,144427.33,DR,20,
BANK_PBB,3,107,10/06/2026,RV027/06,SALES 06/06/2026,,5933.85,,150361.18,DR,21,
BANK_PBB,3,108,10/06/2026,RV028/06,SALES 10/06/2026,,7600.00,,157961.18,DR,22,RV028 (10/06) precedes RV029 (09/06 source) — RV order is issuance order not source-date order
BANK_PBB,3,109,10/06/2026,RV029/06,SALES 09/06/2026,,2500.00,,160461.18,DR,23,
BANK_PBB,3,110,10/06/2026,RV030/06,SALES 10/06/2026,,4400.00,,164861.18,DR,24,
BANK_PBB,3,111,10/06/2026,TF100626,INV/NO : 63915/AA,TF100626,1710.00,,166571.18,DR,25,
BANK_PBB,3,112,10/06/2026,TF100626-1,INV/NO : 63571/IMBASJAYA,TF100626,2565.00,,169136.18,DR,26,
BANK_PBB,3,113,11/06/2026,ALB001088,INV/NO : 63702/MORE,001088,20668.60,,189804.78,DR,1,ALB (Alliance Bank) external cheque
BANK_PBB,3,114,11/06/2026,PBE032/06,JBT.AIR NEGERI SABAH,PBE26061,,148.00,189656.78,DR,2,PBE032 posts 11/06 BEFORE PBE025-031 (12/06) — PBE numbering not strictly date-ordered
BANK_PBB,3,115,11/06/2026,TR110626,INV/NO : 2004910/GUANHING,TR110626,595.00,,190251.78,DR,3,
BANK_PBB,4,116,12/06/2026,PBE025/06,K.W.S.P-EPF(06/2026),PBE26061,,33101.00,157150.78,DR,1,
BANK_PBB,4,117,12/06/2026,PBE026/06,K.W.S.P -EPF(06/2026),PBE26061,,382.00,156768.78,DR,2,
BANK_PBB,4,118,12/06/2026,PBE027/06,LHDN-PCB(05/2026),PBE26061,,1801.50,154967.28,DR,3,
BANK_PBB,4,119,12/06/2026,PBE028/06,PERKESO-SOCSO(05/2026),PBE26061,,3448.90,151518.38,DR,4,
BANK_PBB,4,120,12/06/2026,PBE029/06,PERKESO-SIP(05/2026),PBE26061,,494.60,151023.78,DR,5,
BANK_PBB,4,121,12/06/2026,PBE030/06,LHDN-TAKSIRAN 2026/ANSURAN #5/TAX #C2163 648205(0)),PBE26061,,11823.00,139200.78,DR,6,
BANK_PBB,4,122,12/06/2026,PBE031/06,PEMBANGGUNAN SUMBER MANUSIA BERHAD - LEV I SEMASA(05/2026),PBE26061,,1297.96,137902.82,DR,7,date obscured by hole punch; day inferred 12
BANK_PBB,4,123,12/06/2026,PBE033/06,TOKIO MARINE INSURANS (M) S/B,PBE26061,,416.43,137486.39,DR,8,
BANK_PBB,4,124,12/06/2026,PBE034/06,STRIKER ELECTRIC (SABAH) S/B,PBE26061,,1464.00,136022.39,DR,9,
BANK_PBB,4,125,12/06/2026,PBE035/06,STRIKER ELECTRIC (SABAH) S/B,PBE26061,,960.00,135062.39,DR,10,
BANK_PBB,4,126,12/06/2026,RV031/06,SALES 11/06/2026,,4000.00,,139062.39,DR,11,
BANK_PBB,4,127,12/06/2026,RV032/06,SALES 12/06/2026,,4700.00,,143762.39,DR,12,
BANK_PBB,4,128,12/06/2026,TF120626,INV/NO : 63882/RAMAI,TF120626,2259.00,,146021.39,DR,13,
BANK_PBB,4,129,12/06/2026,TS120626,INV/NO : 022287/CYRIL-A,,280.00,,146301.39,DR,14,TS prefix; NO cheque value printed
BANK_PBB,4,130,13/06/2026,PBE036/06,NITSEI SAGO INDUSTRIES S/B,PBE26061,,30000.00,116301.39,DR,1,
BANK_PBB,4,131,13/06/2026,T130626,INV/NO : 015362/MASHTIWYA,T130626,24.10,,116325.49,DR,2,
BANK_PBB,4,132,15/06/2026,PBB023159,INV/NO : 63884/YONGMAJU,023159,1392.00,,117717.49,DR,1,PBB-prefixed external cheque receipt (customer's PBB cheque)
BANK_PBB,4,133,15/06/2026,PBE037/06,JOHOR BAHRU FLOUR MILL S/B,PBE26061,,14700.00,103017.49,DR,2,
BANK_PBB,4,134,15/06/2026,PBE038/06,MATNI @ AZMAN BIN LAIMAN -SALARY 06/2026),PBE26061,,350.00,102667.49,DR,3,
BANK_PBB,4,135,15/06/2026,PBE039/06,PBB-HALF MONTH SALARY STAFFS/WORKERS(06/ 2026),PBE26061,,23900.00,78767.49,DR,4,
BANK_PBB,4,136,15/06/2026,PBE040/06,K.K AUTOMATIC,PBE26061,,381.00,78386.49,DR,5,
BANK_PBB,4,137,15/06/2026,PBE041/06,PUNCAK NIAGA,PBE26061,,54000.00,24386.49,DR,6,
BANK_PBB,4,138,15/06/2026,RV033/06,SALES 11/06/2026,,1600.00,,25986.49,DR,7,
BANK_PBB,4,139,15/06/2026,T150626,INV/NO : 024049/YEW,T150626,10290.00,,36276.49,DR,8,date obscured by hole punch; day inferred 15
BANK_PBB,4,140,15/06/2026,TF150626,INV/NO : 63776/RED,TF150626,855.00,,37131.49,DR,9,
BANK_PBB,4,141,15/06/2026,TF150626-1,INV/NO : 63889/LILI,TF150626,1903.00,,39034.49,DR,10,
BANK_PBB,4,142,15/06/2026,TF150626-2,INV/NO : 63933/UTEA,TF150626,342.00,,39376.49,DR,11,
BANK_PBB,4,143,15/06/2026,TR150626,INV/NO : 2004922/NORHASSAN,TR150626,1230.00,,40606.49,DR,12,
BANK_PBB,4,144,15/06/2026,TT150626,INV/NO : 34798/RS THOYYIBAN-PTN,TT150626,943.00,,41549.49,DR,13,
BANK_PBB,4,145,18/06/2026,PBE042/06,JOHOR BAHRU FLOUR MILL S/B,PBE26061,,9800.00,31749.49,DR,1,
BANK_PBB,4,146,18/06/2026,PBE043/06,BORNEO FLEXIBLE PACKAGING S/B,PBE26061,,7427.64,24321.85,DR,2,
BANK_PBB,4,147,18/06/2026,PBE044/06,UNIANG PLASTIC INDUSTRIES S/B,PBE26061,,4809.75,19512.10,DR,3,
BANK_PBB,4,148,18/06/2026,PBE045/06,KOZAI (SABAH) S/B,PBE26061,,31.10,19481.00,DR,4,
BANK_PBB,4,149,18/06/2026,PBE046/06,HOMCO MARKETING,PBE26061,,17280.00,2201.00,DR,5,monthly low point 2201.00 DR
BANK_PBB,4,150,18/06/2026,RV034/06,SALES 10/06/2026,,900.00,,3101.00,DR,6,
BANK_PBB,4,151,18/06/2026,RV035/06,SALES 18/06/2026,,8600.00,,11701.00,DR,7,
BANK_PBB,4,152,18/06/2026,TF180626,INV/NO : 63943/ENTHIEN,TF180626,1338.00,,13039.00,DR,8,
BANK_PBB,4,153,18/06/2026,TF180626-1,INV/NO : 63960/KONGHWA,TF180626,1044.00,,14083.00,DR,9,
BANK_PBB,5,154,18/06/2026,TF180626-2,INV/NO : 63961/HIDAYAH,TF180626,1316.70,,15399.70,DR,10,
BANK_PBB,5,155,18/06/2026,TR180626,INV/NO : 2004919/HONGSENG,TR180626,900.00,,16299.70,DR,11,
BANK_PBB,5,156,18/06/2026,TT180626,INV/NO : 34731/JABEZ-RK,TT180626,431.00,,16730.70,DR,12,
BANK_PBB,5,157,18/06/2026,TT180626-1,INV/NO : 34985/SKY,TT180626,1325.00,,18055.70,DR,13,
BANK_PBB,5,158,19/06/2026,RV036/06,SALES 16/06/2026,,5900.00,,23955.70,DR,1,
BANK_PBB,5,159,19/06/2026,RV037/06,SALES 18/06/2026,,3500.00,,27455.70,DR,2,
BANK_PBB,5,160,19/06/2026,RV038/06,SALES 19/06/2026,,2400.00,,29855.70,DR,3,
BANK_PBB,5,161,19/06/2026,T190626,INV/NO : 015366/ANTHONY-W,T190626,211.00,,30066.70,DR,4,
BANK_PBB,5,162,19/06/2026,TF190626,INV/NO : 63973/KEISHA,TF190626,1044.00,,31110.70,DR,5,date obscured by hole punch; day inferred 19
BANK_PBB,5,163,19/06/2026,TF190626-1,INV/NO : 63969/METRO,TF190626,870.00,,31980.70,DR,6,
BANK_PBB,5,164,19/06/2026,TF190626-3,INV/NO : 63843/C-CARE(1),TF190626,1575.00,,33555.70,DR,7,suffix -2 SKIPPED in bank statement (no TF190626-2 row); -3 matches C-CARE(1) ledger journal TF190626-3
BANK_PBB,5,165,19/06/2026,TR190626,INV/NO : 2004869/C-CARE(9),TR190626,1080.00,,34635.70,DR,8,
BANK_PBB,5,166,19/06/2026,TR190626-1,INV/NO : 2004868/C-CARE(7),TR190626,5968.00,,40603.70,DR,9,
BANK_PBB,5,167,19/06/2026,TR190626-2,INV/NO : 63842/C-CARE(3),TR190626,3739.50,,44343.20,DR,10,TR-prefixed ref settling a 63xxx (TF-series) invoice — prefix reflects transfer channel not invoice series
BANK_PBB,5,168,19/06/2026,TT190626,INV/NO : 34988/POOI,TT190626,583.00,,44926.20,DR,11,
BANK_PBB,5,169,19/06/2026,TT190626-1,INV/NO : 34899/C-CARE(4),TT190626,2299.50,,47225.70,DR,12,
BANK_PBB,5,170,19/06/2026,TT190626-2,INV/NO : 34915/C-CARE(6),TT190626,2430.00,,49655.70,DR,13,
BANK_PBB,5,171,19/06/2026,TT190626-3,INV/NO : 34879/34920/C-CARE(5),TT190626,6372.00,,56027.70,DR,14,
BANK_PBB,5,172,20/06/2026,PBE047/06,NITSEI SAGO INDUSTRIES S/B,PBE26062,,15000.00,41027.70,DR,1,cheque batch ref rolls to PBE26062
BANK_PBB,5,173,20/06/2026,PBE048/06,KESIGUI HARDWARE & TIMBER S/B,PBE26062,,690.00,40337.70,DR,2,
BANK_PBB,5,174,20/06/2026,RV039/06,SALES 18/06/2026,,3000.00,,43337.70,DR,3,
BANK_PBB,5,175,20/06/2026,RV040/06,SALES 19/06/2026,,4450.00,,47787.70,DR,4,
BANK_PBB,5,176,20/06/2026,RV041/06,SALES 20/06/2026,,3550.00,,51337.70,DR,5,
BANK_PBB,5,177,20/06/2026,T200626,INV/NO : 025844/KLIAS,T200626,23251.70,,74589.40,DR,6,
BANK_PBB,5,178,20/06/2026,T200626-1,INV/NO : 015367/TONY,T200626-,23.40,,74612.80,DR,7,
BANK_PBB,5,179,20/06/2026,TR200626,INV/NO : 2004932/SUNRISE-KB,TR200626,494.00,,75106.80,DR,8,
BANK_PBB,5,180,20/06/2026,TT200626,INV/NO : 34992/KEDAI NO.1,TT200626,530.00,,75636.80,DR,9,
BANK_PBB,5,181,20/06/2026,TT200626-1,INV/NO : 34991/KASIGUI-KPT,TT200626,265.00,,75901.80,DR,10,date obscured by hole punch; day inferred 20
BANK_PBB,5,182,22/06/2026,MBB000750,INV/NO : 34722/LAI,000750,2183.50,,78085.30,DR,1,MBB (Maybank) external cheque
BANK_PBB,5,183,22/06/2026,MBB932037-J,INV/NO : 63574/63649/TETAPJAYA(M),932037-J,15128.40,,93213.70,DR,2,same physical cheque 932037 split across customer accounts with letter suffixes
BANK_PBB,5,184,22/06/2026,MBB932037-P,INV/NO : 34680/34768/TETAPJAYA(I),932037-P,1983.60,,95197.30,DR,3,
BANK_PBB,5,185,22/06/2026,MBB932037-P,INV/NO : 34709/TETAPJAYA(N),932037-P,769.50,,95966.80,DR,4,journal ref MBB932037-P DUPLICATED on two rows (different customers) — journal refs not unique in legacy
BANK_PBB,5,186,22/06/2026,PBB152961,INV/NO : 2004879/SHAJAHAN,152961,2460.00,,98426.80,DR,5,
BANK_PBB,5,187,22/06/2026,PBE049/06,PUNCAK NIAGA,PBE26062,,40500.00,57926.80,DR,6,
BANK_PBB,5,188,22/06/2026,RV042/06,SALES 20/06/2026,,1400.00,,59326.80,DR,7,
BANK_PBB,5,189,22/06/2026,TF220626,INV/NO : 63894/KING,TF220626,692.00,,60018.80,DR,8,
BANK_PBB,5,190,22/06/2026,TF220626-1,INV/NO : 63981/DEJAVA,TF220626,864.00,,60882.80,DR,9,customer printed DEJAVA here vs DEJAYA elsewhere (as printed)
BANK_PBB,5,191,22/06/2026,TF220626-2,INV/NO : 63573/63660/WHOLESALE,TF220626,3951.00,,64833.80,DR,10,
BANK_PBB,5,192,22/06/2026,TR220626,INV/NO : 2004827/SENANG,TR220626,870.00,,65703.80,DR,11,
BANK_PBB,5,193,22/06/2026,TT220626,INV/NO : 34996/24JAM,TT220626,696.00,,66399.80,DR,12,
BANK_PBB,5,194,23/06/2026,PBE050/06,KK BEARING S/B,PBE26062,,260.00,66139.80,DR,1,
BANK_PBB,5,195,23/06/2026,PBE051/06,KK RICE VERMICELLI S/B,PBE26062,,32580.00,33559.80,DR,2,
