ledger,page,row,date,journal,particulars,cheque,debit,credit,balance,balance_side,day_ordinal,notes
CR_SALES,2,54,11/06/2026,2004911,INV/NO2004911 C-CARE(9),,,1807.00,2447826.13,CR,3,
CR_SALES,2,55,11/06/2026,2004912,INV/NO2004912 C-CARE(9),,,57.50,2447883.63,CR,4,
CR_SALES,2,56,11/06/2026,34959,INV/NO34959 C-CARE(4),,,2826.00,2450709.63,CR,5,
CR_SALES,2,57,11/06/2026,34960,INV/NO : 34960 LAI,,,1657.00,2452366.63,CR,6,
CR_SALES,2,58,11/06/2026,63920,INV/NO63920 SD,,,8603.40,2460970.03,CR,7,
CR_SALES,2,59,12/06/2026,015360,INV/NO : 015360 ROSE,,,22.90,2460992.93,CR,1,
CR_SALES,2,60,12/06/2026,022287,INV.NO : 022287 CYRIL,,,280.00,2461272.93,CR,2,INV.NO dot prefix
CR_SALES,2,61,12/06/2026,34964,INV/NO : 34964 TETAPJAYA(I),,,2565.00,2463837.93,CR,3,
CR_SALES,2,62,12/06/2026,63923,INV/NO : 63923 IMBASJAYA,,,1710.00,2465547.93,CR,4,
CR_SALES,2,63,12/06/2026,63924,INV/NO63924 C-CARE(3),,,4005.00,2469552.93,CR,5,
CR_SALES,2,64,13/06/2026,015361,INV/NO : 015361 YESOKEY,,,2880.00,2472432.93,CR,1,
CR_SALES,2,65,13/06/2026,015362,INV/NO : 015362 MASHTIWYA,,,24.10,2472457.03,CR,2,
CR_SALES,2,66,13/06/2026,2004913,INV/NO2004913 GUI,,,9196.00,2481653.03,CR,3,
CR_SALES,2,67,13/06/2026,34971,INV/NO34971 C-CARE(6),,,4860.00,2486513.03,CR,4,date partially hole-punched; day inferred 13
CR_SALES,2,68,13/06/2026,34972,INV/NO34972 TEO,,,795.00,2487308.03,CR,5,
CR_SALES,2,69,13/06/2026,63927,INV/NO : 63927 TETAPJAYA(M),,,11809.60,2499117.63,CR,6,
CR_SALES,2,70,15/06/2026,025846,INV/NO : 025846 KLIAS,,,23245.50,2522363.13,CR,1,
CR_SALES,2,71,15/06/2026,2004917,INV/NO : 2004917 YUNGSIANG,,,4793.90,2527157.03,CR,2,
CR_SALES,2,72,15/06/2026,2004918,INV/NO2004918 MYSHOP-K,,,2601.00,2529758.03,CR,3,
CR_SALES,2,73,15/06/2026,2004919,INV/NO2004919 HONGSENG,,,900.00,2530658.03,CR,4,
CR_SALES,2,74,15/06/2026,2004920,INV/NO : 2004920 IBRAHIM,,,914.40,2531572.43,CR,5,
CR_SALES,2,75,15/06/2026,34973,INV/NO : 34973 MYSHOP(T),,,3177.00,2534749.43,CR,6,
CR_SALES,2,76,15/06/2026,34974,INV/NO34974 MYSHOP(T2),,,5239.80,2539989.23,CR,7,
CR_SALES,2,77,15/06/2026,34975,INV/NO34975 MYSHOP-TBT,,,1697.60,2541686.83,CR,8,
CR_SALES,2,78,15/06/2026,34976,INV/NO34976 MYSHOP(T3),,,1266.50,2542953.33,CR,9,
CR_SALES,2,79,15/06/2026,63928,INV/NO : 63928 LILI,,,2453.00,2545406.33,CR,10,
CR_SALES,2,80,15/06/2026,63933,INV/NO63933 UTEA,,,342.00,2545748.33,CR,11,
CR_SALES,2,81,15/06/2026,63934,INV/NO : 63934 YONGSONS,,,1176.00,2546924.33,CR,12,
CR_SALES,3,82,15/06/2026,63939,INV/NO63939 CITY,,,870.00,2547794.33,CR,13,
CR_SALES,3,83,16/06/2026,2004921,INV/NO2004921 GUI(3),,,8248.00,2556042.33,CR,1,
CR_SALES,3,84,16/06/2026,2004922,INV/NO : 2004922 NORHASSAN,,,1230.00,2557272.33,CR,2,
CR_SALES,3,85,16/06/2026,63940,INV/NO63940 SHOP(1),,,513.00,2557785.33,CR,3,
CR_SALES,3,86,16/06/2026,63941,INV/NO63941 SHOP(2),,,1957.40,2559742.73,CR,4,
CR_SALES,3,87,16/06/2026,63943,INV/NO63943 ENTHIEN,,,1338.00,2561080.73,CR,5,
CR_SALES,3,88,16/06/2026,63944,INV/NO63944 SHOP(4),,,72.00,2561152.73,CR,6,
CR_SALES,3,89,18/06/2026,015364,INV/NO : 015364 ROSE,,,22.90,2561175.63,CR,1,
CR_SALES,3,90,18/06/2026,024052,INV/NO : 024052 YEW,,,8715.60,2569891.23,CR,2,date partially hole-punched; day inferred 18; 024xxx series
CR_SALES,3,91,18/06/2026,2004925,INV/NO2004925 C-CARE(2),,,3645.00,2573536.23,CR,3,
CR_SALES,3,92,18/06/2026,2004927,INV/NO : 2004927 C-CARE(7),,,4075.20,2577611.43,CR,4,
CR_SALES,3,93,18/06/2026,2004928,INV/NO2004928 MYSHOP,,,855.00,2578466.43,CR,5,
CR_SALES,3,94,18/06/2026,2004929,INV/NO2004929 MYSHOP(M),,,1057.00,2579523.43,CR,6,
CR_SALES,3,95,18/06/2026,34982,INV/NO34982 THAISENG,,,105.00,2579628.43,CR,7,
CR_SALES,3,96,18/06/2026,34985,INV/NO34985 SKY,,,1325.00,2580953.43,CR,8,
CR_SALES,3,97,18/06/2026,63949,INV/NO63949 RED,,,345.00,2581298.43,CR,9,
CR_SALES,3,98,18/06/2026,63960,INV/NO63960 KONGHWA,,,1044.00,2582342.43,CR,10,
CR_SALES,3,99,18/06/2026,63961,INV/NO : 63961 HIDAYAH,,,1316.70,2583659.13,CR,11,
CR_SALES,3,100,18/06/2026,63962,INV/NO63962 SHOP(3),,,1243.50,2584902.63,CR,12,
CR_SALES,3,101,18/06/2026,63963,INV/NO63963 SHOP(3),,,342.00,2585244.63,CR,13,
CR_SALES,3,102,18/06/2026,63964,INV/NO : 63964 KELUARGA,,,1655.00,2586899.63,CR,14,
CR_SALES,3,103,19/06/2026,015366,INV/NO : 015366 ANTHONY-W,,,211.00,2587110.63,CR,1,
CR_SALES,3,104,19/06/2026,34988,INV/NO34988 POOI,,,583.00,2587693.63,CR,2,
CR_SALES,3,105,19/06/2026,63968,INV/NO63968 SD,,,2977.90,2590671.53,CR,3,
CR_SALES,3,106,19/06/2026,63969,INV/NO63969 METRO,,,870.00,2591541.53,CR,4,
CR_SALES,3,107,19/06/2026,63973,INV/NO : 63973 KEISHA,,,1044.00,2592585.53,CR,5,
CR_SALES,3,108,20/06/2026,015367,INV/NO : 015367 TONY,,,23.40,2592608.93,CR,1,
CR_SALES,3,109,20/06/2026,2004930,INV/NO2004930 GUI(5),,,6296.00,2598904.93,CR,2,date partially hole-punched; day inferred 20
CR_SALES,3,110,20/06/2026,2004932,INV/NO : 2004932 SUNRISE-KB,,,494.00,2599398.93,CR,3,
CR_SALES,3,111,20/06/2026,34989,INV/NO : 34989 SEGARRAYA,,,15239.00,2614637.93,CR,4,
CR_SALES,3,112,20/06/2026,34991,INV/NO : 34991 KASIGUI-KPT,,,265.00,2614902.93,CR,5,
CR_SALES,3,113,20/06/2026,34992,INV/NO34992 KEDAI NO.1,,,530.00,2615432.93,CR,6,
CR_SALES,3,114,20/06/2026,34993,INV/NO34993 TEO,,,530.00,2615962.93,CR,7,later paid cash C34993 26/06 (CH_REV2)
CR_SALES,3,115,20/06/2026,63977,INV/NO : 63977 WILLY,,,365.00,2616327.93,CR,8,credit invoice for WILLY same day as zero cash bill 63979 WILLY
CR_SALES,3,116,20/06/2026,63981,INV/NO63981 DEJAYA,,,864.00,2617191.93,CR,9,
CR_SALES,3,117,20/06/2026,63982,INV/NO63982 TSEN,,,1738.10,2618930.03,CR,10,
CR_SALES,3,118,20/06/2026,63984,INV/NO63984 MYSHOP(1),,,1143.20,2620073.23,CR,11,
CR_SALES,3,119,22/06/2026,025223,INV/NO025223 MYSHOP-BF,,,171.00,2620244.23,CR,1,
CR_SALES,3,120,22/06/2026,025847,INV/NO025847 KLIAS,,,23005.80,2643250.03,CR,2,
CR_SALES,3,121,22/06/2026,2004934,INV/NO2004934 SHAJAHAN,,,2460.00,2645710.03,CR,3,
CR_SALES,3,122,22/06/2026,2004935,INV/NO2004935 ALI,,,2470.00,2648180.03,CR,4,
CR_SALES,3,123,22/06/2026,2004937,INV/NO2004937 SENANG,,,870.00,2649050.03,CR,5,
CR_SALES,4,124,22/06/2026,34996,INV/NO34996 24JAM,,,696.00,2649746.03,CR,6,
CR_SALES,4,125,22/06/2026,34998,INV/NO34998 MYSHOP(2),,,855.00,2650601.03,CR,7,
CR_SALES,4,126,22/06/2026,35002,INV/NO35002 MYSHOP(KV),,,1513.80,2652114.83,CR,8,
CR_SALES,4,127,22/06/2026,63987,INV/NO63987 LILI,,,345.00,2652459.83,CR,9,
CR_SALES,4,128,22/06/2026,63995,INV/NO63995 YONGSONS,,,840.00,2653299.83,CR,10,
CR_SALES,4,129,22/06/2026,63996,INV/NO63996 WHOLESALE,,,4635.00,2657934.83,CR,11,
CR_SALES,4,130,23/06/2026,015368,INV/NO : 015368 YESOKEY,,,2880.00,2660814.83,CR,1,
CR_SALES,4,131,23/06/2026,015369,INV/NO : 015369 ROSE,,,7.00,2660821.83,CR,2,
CR_SALES,4,132,23/06/2026,2004939,INV/NO : 2004939 GUI,,,9970.00,2670791.83,CR,3,date partially hole-punched; day inferred 23
CR_SALES,4,133,23/06/2026,35005,INV/NO35005 LKS,,,2982.00,2673773.83,CR,4,
CR_SALES,4,134,23/06/2026,63997,INV/NO63997 YEEBEE,,,870.00,2674643.83,CR,5,
CR_SALES,4,135,23/06/2026,63998,INV/NO : 63998 SS WHOLESALE,,,1710.00,2676353.83,CR,6,
CR_SALES,4,136,23/06/2026,63999,INV/NO63999 C-CARE(3),,,2565.00,2678918.83,CR,7,
CR_SALES,4,137,23/06/2026,64000,INV/NO64000 YONGMAJU,,,1044.00,2679962.83,CR,8,
CR_SALES,4,138,24/06/2026,2004940,INV/NO : 2004940 KENGLEE,,,6630.00,2686592.83,CR,1,
CR_SALES,4,139,24/06/2026,2004942,INV/NO2004942 MYSHOP(MB),,,684.00,2687276.83,CR,2,
CR_SALES,4,140,24/06/2026,2004943,INV/NO2004943 MYSHOP-MB2,,,1197.00,2688473.83,CR,3,
CR_SALES,4,141,24/06/2026,35007,INV/NO35007 C-CARE(5),,,3645.00,2692118.83,CR,4,
CR_SALES,4,142,24/06/2026,35011,INV/NO35011 POOI,,,795.00,2692913.83,CR,5,
CR_SALES,4,143,24/06/2026,64003,INV/NO64003 C-CARE(1),,,4975.00,2697888.83,CR,6,also in C-CARE(1) ledger 24/06 closing row
CR_SALES,4,144,24/06/2026,64004,INV/NO64004 SD,,,8069.70,2705958.53,CR,7,
CR_SALES,4,145,25/06/2026,015370,INV/NO : 015370 WONG-YS,,,247.50,2706206.03,CR,1,
CR_SALES,4,146,25/06/2026,015371,INV/NO : 015371 CRAFS,,,330.00,2706536.03,CR,2,
CR_SALES,4,147,25/06/2026,015372,INV/NO : 015372 ROSE,,,22.90,2706558.93,CR,3,
CR_SALES,4,148,25/06/2026,2004944,INV/NO2004944 GUI(2),,,9029.00,2715587.93,CR,4,
CR_SALES,4,149,25/06/2026,2004947,INV/NO : 2004947 KOPI 148,,,330.00,2715917.93,CR,5,
CR_SALES,4,150,25/06/2026,35014,INV/NO : 35014 TETAPJAYA(N),,,2069.10,2717987.03,CR,6,
CR_SALES,4,151,25/06/2026,35016,INV/NO35016 C-CARE(4),,,2970.00,2720957.03,CR,7,date partially hole-punched; day inferred 25
CR_SALES,4,152,25/06/2026,64006,INV/NO : 64006 METRO,,,2575.00,2723532.03,CR,8,
CR_SALES,4,153,25/06/2026,64008,INV/NO64008 MYSHOP(P),,,684.00,2724216.03,CR,9,
CR_SALES,4,154,26/06/2026,015373,INV/NO : 015373 LEE-HL,,,117.50,2724333.53,CR,1,later paid cash C015373 29/06 (CH_REV2)
CR_SALES,4,155,26/06/2026,025224,INV/NO : 025224 MYSHOP-BF,,,920.70,2725254.23,CR,2,
CR_SALES,4,156,26/06/2026,2004951,INV/NO2004951 AA-T,,,2430.00,2727684.23,CR,3,
CR_SALES,4,157,26/06/2026,2004952,INV/NO2004952 C-CARE(9),,,2430.00,2730114.23,CR,4,
CR_SALES,4,158,26/06/2026,35027,INV/NO35027 TEO,,,768.50,2730882.73,CR,5,
CR_SALES,4,159,26/06/2026,35028,INV/NO : 35028 PINA ENT,,,292.00,2731174.73,CR,6,
CR_SALES,4,160,26/06/2026,64009,INV/NO : 64009 LILI,,,11970.00,2743144.73,CR,7,
CR_SALES,4,161,26/06/2026,64010,INV/NO64010 LILI,,,153.90,2743298.63,CR,8,
CR_SALES,4,162,27/06/2026,025848,INV/NO : 025848 KLIAS,,,21631.40,2764930.03,CR,1,
CR_SALES,4,163,27/06/2026,2004954,INV/NO2004954 GUI(4),,,8269.00,2773199.03,CR,2,
CR_SALES,4,164,27/06/2026,35030,INV/NO : 35030 SEGARRAYA,,,9229.40,2782428.43,CR,3,
CR_SALES,4,165,27/06/2026,35031,INV/NO35031 HOCKSENG,,,530.00,2782958.43,CR,4,
CR_SALES,5,166,27/06/2026,64011,INV/NO64011 FRESHMART,,,485.00,2783443.43,CR,5,
CR_SALES,5,167,27/06/2026,64014,INV/NO64014 TONG,,,2111.00,2785554.43,CR,6,
CR_SALES,5,168,27/06/2026,64017,INV/NO64017 YONGSONS,,,840.00,2786394.43,CR,7,
CR_SALES,5,169,27/06/2026,64018,INV/NO : 64018 J&S,,,756.00,2787150.43,CR,8,
CR_SALES,5,170,29/06/2026,2004961,INV/NO2004961 MYSHOP-P2,,,900.00,2788050.43,CR,1,
CR_SALES,5,171,29/06/2026,2004962,INV/NO2004962 IQBAL,,,870.00,2788920.43,CR,2,
CR_SALES,5,172,29/06/2026,2004966,INV/NO2004966 MYSHOP-P4,,,1137.60,2790058.03,CR,3,
CR_SALES,5,173,29/06/2026,64019,INV/NO : 64019 TETAPJAYA(M),,,8068.30,2798126.33,CR,4,
CR_SALES,5,174,29/06/2026,64021,INV/NO64021 MYSHOP-NBZ,,,741.50,2798867.83,CR,5,date partially hole-punched; day inferred 29
CR_SALES,5,175,30/06/2026,004698,INV/NO : 004698 JP,,,738.40,2799606.23,CR,1,leading zeros preserved; 004xxx series
CR_SALES,5,176,30/06/2026,35039,INV/NO : 35039 SKY,,,1590.00,2801196.23,CR,2,
CR_SALES,5,177,30/06/2026,35040,INV/NO : 35040 HOCKSENG,,,1007.00,2802203.23,CR,3,
CR_SALES,5,178,30/06/2026,35041,INV/NO : 35041 HAPHUAT,,,1230.00,2803433.23,CR,4,
CR_SALES,5,179,30/06/2026,64025,INV/NO64025 AA,,,2430.00,2805863.23,CR,5,
CR_SALES,5,180,30/06/2026,64027,INV/NO64027 MYSHOP-QL,,,769.50,2806632.73,CR,6,original sale for THCN/26/20
CR_SALES,5,181,30/06/2026,64028,INV/NO64028 MYSHOP-SP,,,718.50,2807351.23,CR,7,original sale for THCN/26/21
CR_SALES,5,182,30/06/2026,64030,INV/NO64030 YONGMAJU,,,720.00,2808071.23,CR,8,
CR_SALES,5,183,30/06/2026,64032,INV/NO64032 DEJAYA,,,1846.80,2809918.03,CR,9,
CR_SALES,5,184,30/06/2026,THCN/26/20,BEING 3% PROMPT PAYMENT FOR INV.NO:64027 (RM769.50 X 3%),,23.10,,2809894.93,CR,10,CN DEBIT same day as original sale
CR_SALES,5,185,30/06/2026,THCN/26/21,BEING 3% PROMPT PAYMENT FOR INV.NO:64028 (RM718.50 X 3%),,21.55,,2809873.38,CR,11,CN DEBIT; closing 2809873.38 CR matches plan fixture; 179 invoice credits + 5 THCN debits total 513062.80 CR / 158.35 DR
